,id,gender,race,age,path
178,000560,female,Asian,55,000560_female_Asian_55
179,000561,female,Asian,52,000561_female_Asian_52
180,000562,female,Asian,58,000562_female_Asian_58
181,000563,female,Asian,58,000563_female_Asian_58
182,000564,female,Asian,57,000564_female_Asian_57
183,000565,female,Asian,35,000565_female_Asian_35
184,000566,male,Asian,58,000566_male_Asian_58
185,000567,female,Asian,51,000567_female_Asian_51
186,000568,female,Asian,54,000568_female_Asian_54
187,000570,female,Asian,54,000570_female_Asian_54
188,000571,male,Asian,51,000571_male_Asian_51
189,000572,female,Asian,57,000572_female_Asian_57
190,000573,female,Asian,50,000573_female_Asian_50
191,000574,female,Asian,56,000574_female_Asian_56
192,000575,male,Asian,55,000575_male_Asian_55
193,000576,female,Asian,56,000576_female_Asian_56
194,000577,female,Asian,57,000577_female_Asian_57
195,000588,female,Asian,58,000588_female_Asian_58
196,000589,female,Asian,56,000589_female_Asian_56
197,000590,male,Asian,52,000590_male_Asian_52
198,000591,female,Asian,55,000591_female_Asian_55
199,000592,female,Asian,57,000592_female_Asian_57
200,000593,female,Asian,58,000593_female_Asian_58
201,000594,female,Asian,57,000594_female_Asian_57
202,000595,male,Asian,56,000595_male_Asian_56
203,000596,female,Asian,55,000596_female_Asian_55
204,000597,male,Asian,57,000597_male_Asian_57
205,000598,female,Asian,54,000598_female_Asian_54
206,000600,female,Asian,52,000600_female_Asian_52
207,000600-1,female,Asian,54,000600-1_female_Asian_54
208,000601,female,Asian,53,000601_female_Asian_53
209,000602,female,Asian,50,000602_female_Asian_50
210,000605,male,Asian,57,000605_male_Asian_57
211,000606,female,Asian,58,000606_female_Asian_58
212,000607,female,Asian,53,000607_female_Asian_53
213,000609,male,Asian,57,000609_male_Asian_57
214,000610,female,Asian,52,000610_female_Asian_52
215,000611,male,Asian,51,000611_male_Asian_51
216,000613,male,Asian,51,000613_male_Asian_51
217,000614,female,Asian,56,000614_female_Asian_56
218,000615,male,Asian,56,000615_male_Asian_56
219,000616,female,Asian,57,000616_female_Asian_57
220,000618,male,Asian,37,000618_male_Asian_37
221,000619,female,Asian,56,000619_female_Asian_56
222,000620,female,Asian,51,000620_female_Asian_51
223,000621,female,Asian,57,000621_female_Asian_57
224,000622,male,Asian,56,000622_male_Asian_56
225,000623,female,Asian,57,000623_female_Asian_57
226,000625,male,Asian,57,000625_male_Asian_57
227,000626,female,Asian,57,000626_female_Asian_57
228,000628,male,Asian,51,000628_male_Asian_51
229,000629,female,Asian,58,000629_female_Asian_58
230,000630,female,Asian,55,000630_female_Asian_55
231,000631,female,Asian,57,000631_female_Asian_57
232,000632,female,Asian,54,000632_female_Asian_54
233,000633,female,Asian,59,000633_female_Asian_59
234,000635,female,Asian,58,000635_female_Asian_58
235,000636,female,Asian,51,000636_female_Asian_51
236,000637,female,Asian,50,000637_female_Asian_50
237,000639,female,Asian,54,000639_female_Asian_54
238,000640,female,Asian,57,000640_female_Asian_57
239,000641,female,Asian,57,000641_female_Asian_57
240,000642,female,Asian,54,000642_female_Asian_54
241,000643,female,Asian,53,000643_female_Asian_53
242,000644,female,Asian,54,000644_female_Asian_54
243,000645,female,Asian,57,000645_female_Asian_57
244,000646,female,Asian,51,000646_female_Asian_51
245,000647,female,Asian,53,000647_female_Asian_53
246,000650,male,Asian,54,000650_male_Asian_54
247,000651,male,Asian,54,000651_male_Asian_54
248,000652,female,Asian,58,000652_female_Asian_58
249,000653,female,Asian,52,000653_female_Asian_52
250,000654,female,Asian,53,000654_female_Asian_53
251,000655,male,Asian,53,000655_male_Asian_53
252,000656,female,Asian,57,000656_female_Asian_57
253,000657,female,Asian,52,000657_female_Asian_52
254,000658,male,Asian,58,000658_male_Asian_58
255,000659,male,Asian,58,000659_male_Asian_58
256,000661,male,Asian,55,000661_male_Asian_55
257,000662,female,Asian,53,000662_female_Asian_53
258,000663,female,Asian,57,000663_female_Asian_57
259,000664,female,Asian,55,000664_female_Asian_55
260,000665,female,Asian,54,000665_female_Asian_54
261,000667,female,Asian,57,000667_female_Asian_57
262,000668,female,Asian,53,000668_female_Asian_53
263,000669,female,Asian,58,000669_female_Asian_58
264,000670,female,Asian,51,000670_female_Asian_51
265,000671,female,Asian,55,000671_female_Asian_55
266,000672,female,Asian,53,000672_female_Asian_53
267,000673,female,Asian,54,000673_female_Asian_54
268,000675,female,Asian,59,000675_female_Asian_59
269,000676,female,Asian,57,000676_female_Asian_57
270,000678,female,Asian,52,000678_female_Asian_52
271,000679,female,Asian,55,000679_female_Asian_55
272,000684,female,Asian,56,000684_female_Asian_56
273,000685,male,Asian,19,000685_male_Asian_19
274,000686,female,Asian,52,000686_female_Asian_52
275,000687,male,Asian,50,000687_male_Asian_50
276,000688,female,Asian,57,000688_female_Asian_57
277,000689,female,Asian,57,000689_female_Asian_57
278,000690,female,Asian,51,000690_female_Asian_51
279,000691,female,Asian,56,000691_female_Asian_56
280,000692,female,Asian,55,000692_female_Asian_55
281,000693,female,Asian,54,000693_female_Asian_54
282,000694,female,Asian,54,000694_female_Asian_54
283,000695,female,Asian,53,000695_female_Asian_53
284,000696,female,Asian,58,000696_female_Asian_58
285,000697,female,Asian,58,000697_female_Asian_58
286,000698,female,Asian,55,000698_female_Asian_55
287,000699,female,Asian,57,000699_female_Asian_57
288,000700,female,Asian,50,000700_female_Asian_50
289,000711,female,Asian,53,000711_female_Asian_53
290,000712,female,Asian,50,000712_female_Asian_50
291,000713,female,Asian,51,000713_female_Asian_51
292,000714,female,Asian,51,000714_female_Asian_51
293,000715,female,Asian,56,000715_female_Asian_56
294,000716,male,Asian,51,000716_male_Asian_51
295,000717,female,Asian,51,000717_female_Asian_51
296,000718,female,Asian,56,000718_female_Asian_56
297,000719,female,Asian,53,000719_female_Asian_53
298,000720,female,Asian,56,000720_female_Asian_56
299,000721,female,Asian,53,000721_female_Asian_53
300,000722,female,Asian,56,000722_female_Asian_56
301,000723,female,Asian,56,000723_female_Asian_56
302,000724,female,Asian,57,000724_female_Asian_57
303,000725,female,Asian,50,000725_female_Asian_50
304,000726,female,Asian,56,000726_female_Asian_56
305,000728,female,Asian,58,000728_female_Asian_58
306,000729,female,Asian,52,000729_female_Asian_52
307,000730,female,Asian,51,000730_female_Asian_51
308,000731,male,Asian,58,000731_male_Asian_58
309,000732,female,Asian,54,000732_female_Asian_54
310,000733,female,Asian,56,000733_female_Asian_56
311,000735,female,Asian,51,000735_female_Asian_51
312,000736,female,Asian,53,000736_female_Asian_53
313,000737,female,Asian,56,000737_female_Asian_56
314,000738,female,Asian,53,000738_female_Asian_53
315,000739,female,Asian,52,000739_female_Asian_52
316,000740,female,Asian,52,000740_female_Asian_52
317,000741,female,Asian,50,000741_female_Asian_50
318,000742,female,Asian,58,000742_female_Asian_58
319,000743,female,Asian,51,000743_female_Asian_51
320,000745,female,Asian,51,000745_female_Asian_51
321,000746,female,Asian,53,000746_female_Asian_53
322,000747,female,Asian,52,000747_female_Asian_52
323,000748,female,Asian,55,000748_female_Asian_55
324,000748-1,female,Asian,54,000748-1_female_Asian_54
325,000750,female,Asian,52,000750_female_Asian_52
326,000751,female,Asian,56,000751_female_Asian_56
327,000754,female,Asian,50,000754_female_Asian_50
328,000755,female,Asian,53,000755_female_Asian_53
329,000758,female,Asian,56,000758_female_Asian_56
330,000759,female,Asian,57,000759_female_Asian_57
331,000760,female,Asian,50,000760_female_Asian_50
332,000763,female,Asian,55,000763_female_Asian_55
333,000764,female,Asian,56,000764_female_Asian_56
334,000765,female,Asian,57,000765_female_Asian_57
335,000766,female,Asian,53,000766_female_Asian_53
336,000767,female,Asian,56,000767_female_Asian_56
337,000768,female,Asian,58,000768_female_Asian_58
338,000769,female,Asian,56,000769_female_Asian_56
339,000770,female,Asian,50,000770_female_Asian_50
340,000771,female,Asian,58,000771_female_Asian_58
341,000772,female,Asian,54,000772_female_Asian_54
342,000773,female,Asian,57,000773_female_Asian_57
343,000775,male,Asian,56,000775_male_Asian_56
344,000776,female,Asian,57,000776_female_Asian_57
345,000778,female,Asian,56,000778_female_Asian_56
346,000779,female,Asian,50,000779_female_Asian_50
347,000781,male,Asian,51,000781_male_Asian_51
348,000782,female,Asian,58,000782_female_Asian_58
349,000783,male,Asian,58,000783_male_Asian_58
350,000786,female,Asian,50,000786_female_Asian_50
351,000789,female,Asian,54,000789_female_Asian_54
352,000797,female,Asian,56,000797_female_Asian_56
353,000799,female,Asian,51,000799_female_Asian_51
354,000801,male,Asian,59,000801_male_Asian_59
355,000802,female,Asian,52,000802_female_Asian_52
356,000807,male,Asian,59,000807_male_Asian_59
357,000808,male,Asian,54,000808_male_Asian_54
358,000809,male,Asian,51,000809_male_Asian_51
359,000810,male,Asian,58,000810_male_Asian_58
360,000811,male,Asian,55,000811_male_Asian_55
361,000812,male,Asian,55,000812_male_Asian_55
362,000814,male,Asian,56,000814_male_Asian_56
363,000815,female,Asian,51,000815_female_Asian_51
364,000816,female,Asian,54,000816_female_Asian_54
365,000817,female,Asian,52,000817_female_Asian_52
366,000818,female,Asian,52,000818_female_Asian_52
367,000819,female,Asian,57,000819_female_Asian_57
368,000820,female,Asian,51,000820_female_Asian_51
369,000821,male,Asian,56,000821_male_Asian_56
370,000824,female,Asian,55,000824_female_Asian_55
371,000825,male,Asian,53,000825_male_Asian_53
372,000826,female,Asian,55,000826_female_Asian_55
373,000827,female,Asian,55,000827_female_Asian_55
374,000829,female,Asian,55,000829_female_Asian_55
375,000830,female,Asian,55,000830_female_Asian_55
376,000831,female,Asian,55,000831_female_Asian_55
377,000900,female,Asian,48,000900_female_Asian_48
378,000901,female,Asian,49,000901_female_Asian_49
379,001002,female,Asian,42,001002_female_Asian_42
380,001003,male,Asian,24,001003_male_Asian_24
381,001004,female,Asian,23,001004_female_Asian_23
382,001005,male,Asian,24,001005_male_Asian_24
383,001006,female,Asian,19,001006_female_Asian_19
384,001008,female,Asian,58,001008_female_Asian_58
385,001009,female,Asian,40,001009_female_Asian_40
386,001010,male,Asian,59,001010_male_Asian_59
387,001011,male,Asian,30,001011_male_Asian_30
388,001012,female,Asian,18,001012_female_Asian_18
389,001013,female,Asian,25,001013_female_Asian_25
390,001014,male,Asian,19,001014_male_Asian_19
391,001015,female,Asian,22,001015_female_Asian_22
392,001016,male,Asian,26,001016_male_Asian_26
393,001017,male,Asian,24,001017_male_Asian_24
394,001018,female,Asian,25,001018_female_Asian_25
395,001019,male,Asian,29,001019_male_Asian_29
396,001021,female,Asian,58,001021_female_Asian_58
397,001022,male,Asian,21,001022_male_Asian_21
398,001023,male,Asian,19,001023_male_Asian_19
399,001024,male,Asian,58,001024_male_Asian_58
400,001024-1,female,Asian,24,001024-1_female_Asian_24
401,001025,male,Asian,19,001025_male_Asian_19
402,001026,male,Asian,57,001026_male_Asian_57
403,001026-1,male,Asian,25,001026-1_male_Asian_25
404,001027,male,Asian,55,001027_male_Asian_55
405,001028,female,Asian,25,001028_female_Asian_25
406,001029,male,Asian,59,001029_male_Asian_59
407,001029-1,female,Asian,23,001029-1_female_Asian_23
408,001030,male,Asian,26,001030_male_Asian_26
409,001031,female,Asian,45,001031_female_Asian_45
410,001032,female,Asian,25,001032_female_Asian_25
411,001033,female,Asian,19,001033_female_Asian_19
412,001034,male,Asian,27,001034_male_Asian_27
413,001035,female,Asian,25,001035_female_Asian_25
414,001036,female,Asian,25,001036_female_Asian_25
415,001037,male,Asian,18,001037_male_Asian_18
416,001038,male,Asian,60,001038_male_Asian_60
417,001038-1,male,Asian,20,001038-1_male_Asian_20
418,001039,female,Asian,25,001039_female_Asian_25
419,001040,male,Asian,30,001040_male_Asian_30
420,001041,female,Asian,25,001041_female_Asian_25
421,001042,male,Asian,19,001042_male_Asian_19
422,001043,male,Asian,60,001043_male_Asian_60
423,001043-1,male,Asian,23,001043-1_male_Asian_23
424,001044,female,Asian,25,001044_female_Asian_25
425,001045,male,Asian,19,001045_male_Asian_19
426,001046,female,Asian,25,001046_female_Asian_25
427,001047,male,Asian,60,001047_male_Asian_60
428,001047-1,male,Asian,20,001047-1_male_Asian_20
429,001048,female,Asian,59,001048_female_Asian_59
430,001049,female,Asian,55,001049_female_Asian_55
431,001050,male,Asian,19,001050_male_Asian_19
432,001051,female,Asian,25,001051_female_Asian_25
433,001053,male,Asian,26,001053_male_Asian_26
434,001054,female,Asian,24,001054_female_Asian_24
435,001055,female,Asian,25,001055_female_Asian_25
436,001056,female,Asian,25,001056_female_Asian_25
437,001057,female,Asian,25,001057_female_Asian_25
438,001058,female,Asian,28,001058_female_Asian_28
439,001059,female,Asian,25,001059_female_Asian_25
440,001060,female,Asian,25,001060_female_Asian_25
441,001061,male,Asian,25,001061_male_Asian_25
442,001062,female,Asian,25,001062_female_Asian_25
443,001063,female,Asian,60,001063_female_Asian_60
444,001064,female,Asian,44,001064_female_Asian_44
445,001065,male,Asian,26,001065_male_Asian_26
446,001066,female,Asian,25,001066_female_Asian_25
447,001067,male,Asian,24,001067_male_Asian_24
448,001068,female,Asian,25,001068_female_Asian_25
449,001069,female,Asian,19,001069_female_Asian_19
450,001070,female,Asian,58,001070_female_Asian_58
451,001071,male,Asian,45,001071_male_Asian_45
452,001072,female,Asian,25,001072_female_Asian_25
453,001073,female,Asian,25,001073_female_Asian_25
454,001074,female,Asian,19,001074_female_Asian_19
455,001076,male,Asian,48,001076_male_Asian_48
456,001077,male,Asian,19,001077_male_Asian_19
457,001079,female,Asian,23,001079_female_Asian_23
458,001080,female,Asian,23,001080_female_Asian_23
459,001082,female,Asian,51,001082_female_Asian_51
460,001083,female,Asian,34,001083_female_Asian_34
461,001084,female,Asian,26,001084_female_Asian_26
462,001085,male,Asian,26,001085_male_Asian_26
463,001087,female,Asian,25,001087_female_Asian_25
464,001088,male,Asian,24,001088_male_Asian_24
465,001089,female,Asian,25,001089_female_Asian_25
466,001090,male,Asian,34,001090_male_Asian_34
467,001091,female,Asian,19,001091_female_Asian_19
468,001092,female,Asian,18,001092_female_Asian_18
469,001094,male,Asian,23,001094_male_Asian_23
470,001095,male,Asian,25,001095_male_Asian_25
471,001096,male,Asian,22,001096_male_Asian_22
472,001097,female,Asian,39,001097_female_Asian_39
473,001098,male,Asian,23,001098_male_Asian_23
474,001099,male,Asian,25,001099_male_Asian_25
475,001100,female,Asian,43,001100_female_Asian_43
476,001101,male,Asian,60,001101_male_Asian_60
477,001102,female,Asian,60,001102_female_Asian_60
478,001104,female,Asian,58,001104_female_Asian_58
479,001105,male,Asian,25,001105_male_Asian_25
480,001106,female,Asian,60,001106_female_Asian_60
481,001107,male,Asian,25,001107_male_Asian_25
482,001108,female,Asian,23,001108_female_Asian_23
483,001110,male,Asian,25,001110_male_Asian_25
484,001112,male,Asian,28,001112_male_Asian_28
485,001113,male,Asian,18,001113_male_Asian_18
486,001114,male,Asian,26,001114_male_Asian_26
487,001115,female,Asian,23,001115_female_Asian_23
488,001116,female,Asian,25,001116_female_Asian_25
489,001118,female,Asian,19,001118_female_Asian_19
490,001119,female,Asian,27,001119_female_Asian_27
491,001120,female,Asian,28,001120_female_Asian_28
492,001122,male,Asian,25,001122_male_Asian_25
493,001123,female,Asian,25,001123_female_Asian_25
494,001124,male,Asian,30,001124_male_Asian_30
495,001125,female,Asian,27,001125_female_Asian_27
496,001127,male,Asian,18,001127_male_Asian_18
497,001128,female,Asian,18,001128_female_Asian_18
498,001129,male,Asian,20,001129_male_Asian_20
499,001130,male,Asian,23,001130_male_Asian_23
500,001131,female,Asian,22,001131_female_Asian_22
501,001131-1,male,Asian,22,001131-1_male_Asian_22
502,001132,female,Asian,43,001132_female_Asian_43
503,001132-1,male,Asian,25,001132-1_male_Asian_25
504,001133,male,Asian,56,001133_male_Asian_56
505,001135,male,Asian,23,001135_male_Asian_23
506,001136,male,Asian,26,001136_male_Asian_26
507,001137,male,Asian,24,001137_male_Asian_24
508,001138,female,Asian,23,001138_female_Asian_23
509,001139,female,Asian,19,001139_female_Asian_19
510,001140,female,Asian,22,001140_female_Asian_22
511,001141,male,Asian,23,001141_male_Asian_23
512,001142,female,Asian,19,001142_female_Asian_19
513,001143,female,Asian,35,001143_female_Asian_35
514,001144,male,Asian,28,001144_male_Asian_28
515,001145,male,Asian,20,001145_male_Asian_20
516,001146,male,Asian,45,001146_male_Asian_45
517,001147,male,Asian,35,001147_male_Asian_35
518,001148,female,Asian,58,001148_female_Asian_58
519,001149,female,Asian,20,001149_female_Asian_20
520,001150,male,Asian,23,001150_male_Asian_23
521,001151,male,Asian,23,001151_male_Asian_23
522,001152,male,Asian,60,001152_male_Asian_60
523,001153,female,Asian,25,001153_female_Asian_25
524,001154,female,Asian,23,001154_female_Asian_23
525,001155,male,Asian,28,001155_male_Asian_28
526,001156,female,Asian,58,001156_female_Asian_58
527,001157,female,Asian,24,001157_female_Asian_24
528,001158,female,Asian,56,001158_female_Asian_56
529,001159,male,Asian,24,001159_male_Asian_24
530,001161,male,Asian,40,001161_male_Asian_40
531,001162,male,Asian,23,001162_male_Asian_23
532,001163,male,Asian,23,001163_male_Asian_23
533,001164,female,Asian,20,001164_female_Asian_20
534,001165,female,Asian,44,001165_female_Asian_44
535,001167,male,Asian,23,001167_male_Asian_23
536,001168,male,Asian,28,001168_male_Asian_28
537,001169,female,Asian,55,001169_female_Asian_55
538,001170,female,Asian,55,001170_female_Asian_55
539,001171,male,Asian,20,001171_male_Asian_20
540,001172,female,Asian,60,001172_female_Asian_60
541,001173,male,Asian,30,001173_male_Asian_30
542,001174,male,Asian,25,001174_male_Asian_25
543,001175,male,Asian,60,001175_male_Asian_60
544,001176,male,Asian,18,001176_male_Asian_18
545,001177,female,Asian,20,001177_female_Asian_20
546,001178,female,Asian,24,001178_female_Asian_24
547,001179,male,Asian,54,001179_male_Asian_54
548,001179-1,female,Asian,24,001179-1_female_Asian_24
549,001180,female,Asian,48,001180_female_Asian_48
550,001181,male,Asian,22,001181_male_Asian_22
551,001182,female,Asian,18,001182_female_Asian_18
552,001182-1,male,Asian,19,001182-1_male_Asian_19
553,001183,female,Asian,52,001183_female_Asian_52
554,001183-1,male,Asian,25,001183-1_male_Asian_25
555,001184,female,Asian,50,001184_female_Asian_50
556,001186,female,Asian,50,001186_female_Asian_50
557,001186-1,male,Asian,24,001186-1_male_Asian_24
558,001187,female,Asian,50,001187_female_Asian_50
559,001187-1,male,Asian,25,001187-1_male_Asian_25
560,001188,male,Asian,60,001188_male_Asian_60
561,001190,male,Asian,24,001190_male_Asian_24
562,001191,male,Asian,25,001191_male_Asian_25
563,001192,male,Asian,23,001192_male_Asian_23
564,001193,male,Asian,21,001193_male_Asian_21
565,001194,male,Asian,25,001194_male_Asian_25
566,001195,female,Asian,22,001195_female_Asian_22
567,001197,male,Asian,25,001197_male_Asian_25
568,001198,male,Asian,26,001198_male_Asian_26
569,001200,male,Asian,24,001200_male_Asian_24
570,001201,male,Asian,26,001201_male_Asian_26
571,001210,male,Asian,25,001210_male_Asian_25
572,001214,male,Asian,25,001214_male_Asian_25
573,001215,male,Asian,19,001215_male_Asian_19
574,001217,female,Asian,25,001217_female_Asian_25
575,001218,female,Asian,18,001218_female_Asian_18
576,001221,male,Asian,19,001221_male_Asian_19
577,001223,female,Asian,21,001223_female_Asian_21
578,001224,female,Asian,24,001224_female_Asian_24
